timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
0.00,90.00,0,e0_0,5.10,0.00,0.00,Car01,5.10,-1.60
1.00,90.00,0,e0_0,6.85,0.00,1.75,Car01,6.85,-1.60
2.00,90.00,0,e0_0,10.51,0.00,3.66,Car01,10.51,-1.60
3.00,90.00,0,e0_0,16.25,0.00,5.75,Car01,16.25,-1.60
3.00,90.00,1,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
4.00,90.00,0,e0_0,23.58,0.00,7.33,Car01,23.58,-1.60
4.00,90.00,1,e0_0,7.70,0.00,2.60,Car,7.70,-1.60
5.00,90.00,0,e0_0,32.51,0.00,8.92,Car01,32.51,-1.60
5.00,90.00,1,e0_0,12.90,0.00,5.20,Car,12.90,-1.60
5.00,90.00,2,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
6.00,90.00,0,e0_0,43.52,0.00,11.01,Car01,43.52,-1.60
6.00,90.00,1,e0_0,20.70,0.00,7.80,Car,20.70,-1.60
6.00,90.00,2,e0_0,6.40,0.00,1.30,Car,6.40,-1.60
7.00,90.00,0,e0_0,56.27,0.00,12.75,Car01,56.27,-1.60
7.00,90.00,1,e0_0,31.10,0.00,10.40,Car,31.10,-1.60
7.00,90.00,2,e0_0,10.30,0.00,3.90,Car,10.30,-1.60
8.00,90.00,0,e0_0,71.10,0.00,14.84,Car01,71.10,-1.60
8.00,90.00,1,e0_0,44.10,0.00,13.00,Car,44.10,-1.60
8.00,90.00,2,e0_0,16.80,0.00,6.50,Car,16.80,-1.60
8.00,90.00,3,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
9.00,90.00,0,e0_0,88.11,0.00,17.00,Car01,88.11,-1.60
9.00,90.00,1,e0_0,59.70,0.00,15.60,Car,59.70,-1.60
9.00,90.00,2,e0_0,25.90,0.00,9.10,Car,25.90,-1.60
9.00,90.00,3,e0_0,7.70,0.00,2.60,Car,7.70,-1.60
10.00,90.00,0,e0_0,107.07,0.00,18.97,Car01,107.07,-1.60
10.00,90.00,1,e0_0,76.63,0.00,16.93,Car,76.63,-1.60
10.00,90.00,2,e0_0,37.59,0.00,11.70,Car,37.59,-1.60
10.00,90.00,3,e0_0,12.90,0.00,5.20,Car,12.90,-1.60
10.00,90.00,4,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
11.00,90.00,0,e0_0,127.96,0.00,20.89,Car01,127.96,-1.60
11.00,90.00,1,e0_0,95.43,0.00,18.80,Car,95.43,-1.60
11.00,90.00,2,e0_0,51.89,0.00,14.30,Car,51.89,-1.60
11.00,90.00,3,e0_0,20.70,0.00,7.80,Car,20.70,-1.60
11.00,90.00,4,e0_0,6.40,0.00,1.30,Car,6.40,-1.60
12.00,90.00,0,e0_0,150.84,0.00,22.87,Car01,150.84,-1.60
12.00,90.00,1,e0_0,116.16,0.00,20.72,Car,116.16,-1.60
12.00,90.00,2,e0_0,68.79,0.00,16.90,Car,68.79,-1.60
12.00,90.00,3,e0_0,31.10,0.00,10.40,Car,31.10,-1.60
12.00,90.00,4,e0_0,10.30,0.00,3.90,Car,10.30,-1.60
13.00,90.00,0,e0_0,175.12,0.00,24.28,Car01,175.12,-1.60
13.00,90.00,1,e0_0,138.86,0.00,22.70,Car,138.86,-1.60
13.00,90.00,2,e0_0,88.29,0.00,19.50,Car,88.29,-1.60
13.00,90.00,3,e0_0,44.10,0.00,13.00,Car,44.10,-1.60
13.00,90.00,4,e0_0,16.80,0.00,6.50,Car,16.80,-1.60
14.00,90.00,0,e0_0,200.73,0.00,25.61,Car01,200.73,-1.60
14.00,90.00,1,e0_0,163.07,0.00,24.21,Car,163.07,-1.60
14.00,90.00,2,e0_0,110.39,0.00,22.10,Car,110.39,-1.60
14.00,90.00,3,e0_0,59.70,0.00,15.60,Car,59.70,-1.60
14.00,90.00,4,e0_0,25.90,0.00,9.10,Car,25.90,-1.60
15.00,90.00,0,e0_0,228.21,0.00,27.48,Car01,228.21,-1.60
15.00,90.00,1,e0_0,188.63,0.00,25.57,Car,188.63,-1.60
15.00,90.00,2,e0_0,135.09,0.00,24.70,Car,135.09,-1.60
15.00,90.00,3,e0_0,77.90,0.00,18.20,Car,77.90,-1.60
15.00,90.00,4,e0_0,37.59,0.00,11.70,Car,37.59,-1.60
16.00,90.00,0,e0_0,257.01,0.00,28.81,Car01,257.01,-1.60
16.00,90.00,1,e0_0,215.99,0.00,27.36,Car,215.99,-1.60
16.00,90.00,2,e0_0,162.39,0.00,27.30,Car,162.39,-1.60
16.00,90.00,3,e0_0,98.70,0.00,20.80,Car,98.70,-1.60
16.00,90.00,4,e0_0,51.89,0.00,14.30,Car,51.89,-1.60
17.00,90.00,0,e0_0,287.72,0.00,30.71,Car01,287.72,-1.60
17.00,90.00,1,e0_0,244.75,0.00,28.76,Car,244.75,-1.60
17.00,90.00,2,e0_0,192.18,0.00,29.79,Car,192.18,-1.60
17.00,90.00,3,e0_0,122.10,0.00,23.40,Car,122.10,-1.60
17.00,90.00,4,e0_0,68.79,0.00,16.90,Car,68.79,-1.60
18.00,90.00,0,e0_0,320.56,0.00,32.83,Car01,320.56,-1.60
18.00,90.00,1,e0_0,275.34,0.00,30.59,Car,275.34,-1.60
18.00,90.00,2,e0_0,223.47,0.00,31.29,Car,223.47,-1.60
18.00,90.00,3,e0_0,148.10,0.00,26.00,Car,148.10,-1.60
18.00,90.00,4,e0_0,88.29,0.00,19.50,Car,88.29,-1.60
19.00,90.00,0,e0_0,353.17,0.00,32.61,Car01,353.17,-1.60
19.00,90.00,1,e0_0,306.80,0.00,31.46,Car,306.80,-1.60
19.00,90.00,2,e0_0,254.84,0.00,31.38,Car,254.84,-1.60
19.00,90.00,3,e0_0,176.70,0.00,28.60,Car,176.70,-1.60
19.00,90.00,4,e0_0,110.39,0.00,22.10,Car,110.39,-1.60
20.00,90.00,0,e0_0,386.57,0.00,33.41,Car01,386.57,-1.60
20.00,90.00,1,e0_0,338.26,0.00,31.46,Car,338.26,-1.60
20.00,90.00,2,e0_0,286.28,0.00,31.44,Car,286.28,-1.60
20.00,90.00,3,e0_0,207.27,0.00,30.57,Car,207.27,-1.60
20.00,90.00,4,e0_0,135.09,0.00,24.70,Car,135.09,-1.60
21.00,90.00,0,e0_0,419.56,0.00,32.99,Car01,419.56,-1.60
21.00,90.00,1,e0_0,369.72,0.00,31.46,Car,369.72,-1.60
21.00,90.00,2,e0_0,317.78,0.00,31.50,Car,317.78,-1.60
21.00,90.00,3,e0_0,239.03,0.00,31.75,Car,239.03,-1.60
21.00,90.00,4,e0_0,162.39,0.00,27.30,Car,162.39,-1.60
22.00,90.00,0,e0_0,452.25,0.00,32.69,Car01,452.25,-1.60
22.00,90.00,1,e0_0,401.19,0.00,31.46,Car,401.19,-1.60
22.00,90.00,2,e0_0,349.33,0.00,31.55,Car,349.33,-1.60
22.00,90.00,3,e0_0,271.49,0.00,32.46,Car,271.49,-1.60
22.00,90.00,4,e0_0,192.18,0.00,29.79,Car,192.18,-1.60
23.00,90.00,0,e0_0,484.53,0.00,32.28,Car01,484.53,-1.60
23.00,90.00,1,e0_0,432.65,0.00,31.46,Car,432.65,-1.60
23.00,90.00,2,e0_0,380.93,0.00,31.60,Car,380.93,-1.60
23.00,90.00,3,e0_0,304.38,0.00,32.89,Car,304.38,-1.60
23.00,90.00,4,e0_0,223.47,0.00,31.29,Car,223.47,-1.60
24.00,90.00,0,e0_0,517.98,0.00,33.45,Car01,517.98,-1.60
24.00,90.00,1,e0_0,464.11,0.00,31.46,Car,464.11,-1.60
24.00,90.00,2,e0_0,412.58,0.00,31.65,Car,412.58,-1.60
24.00,90.00,3,e0_0,337.52,0.00,33.14,Car,337.52,-1.60
24.00,90.00,4,e0_0,255.65,0.00,32.18,Car,255.65,-1.60
25.00,90.00,0,e0_0,550.57,0.00,32.59,Car01,550.57,-1.60
25.00,90.00,1,e0_0,495.57,0.00,31.46,Car,495.57,-1.60
25.00,90.00,2,e0_0,444.26,0.00,31.69,Car,444.26,-1.60
25.00,90.00,3,e0_0,370.82,0.00,33.30,Car,370.82,-1.60
25.00,90.00,4,e0_0,288.37,0.00,32.72,Car,288.37,-1.60
26.00,90.00,0,e0_0,584.09,0.00,33.52,Car01,584.09,-1.60
26.00,90.00,1,e0_0,527.03,0.00,31.46,Car,527.03,-1.60
26.00,90.00,2,e0_0,475.99,0.00,31.73,Car,475.99,-1.60
26.00,90.00,3,e0_0,404.21,0.00,33.39,Car,404.21,-1.60
26.00,90.00,4,e0_0,321.41,0.00,33.04,Car,321.41,-1.60
27.00,90.00,0,e0_0,617.05,0.00,32.96,Car01,617.05,-1.60
27.00,90.00,1,e0_0,558.49,0.00,31.46,Car,558.49,-1.60
27.00,90.00,2,e0_0,507.75,0.00,31.76,Car,507.75,-1.60
27.00,90.00,3,e0_0,437.66,0.00,33.45,Car,437.66,-1.60
27.00,90.00,4,e0_0,354.65,0.00,33.24,Car,354.65,-1.60
28.00,90.00,0,e0_0,650.51,0.00,33.46,Car01,650.51,-1.60
28.00,90.00,1,e0_0,589.95,0.00,31.46,Car,589.95,-1.60
28.00,90.00,2,e0_0,539.55,0.00,31.79,Car,539.55,-1.60
28.00,90.00,3,e0_0,471.13,0.00,33.48,Car,471.13,-1.60
28.00,90.00,4,e0_0,388.00,0.00,33.35,Car,388.00,-1.60
29.00,90.00,0,e0_0,683.64,0.00,33.13,Car01,683.64,-1.60
29.00,90.00,1,e0_0,621.42,0.00,31.46,Car,621.42,-1.60
29.00,90.00,2,e0_0,571.37,0.00,31.82,Car,571.37,-1.60
29.00,90.00,3,e0_0,504.63,0.00,33.50,Car,504.63,-1.60
29.00,90.00,4,e0_0,421.43,0.00,33.42,Car,421.43,-1.60
30.00,90.00,0,e0_0,716.17,0.00,32.53,Car01,716.17,-1.60
30.00,90.00,1,e0_0,652.88,0.00,31.46,Car,652.88,-1.60
30.00,90.00,2,e0_0,603.22,0.00,31.85,Car,603.22,-1.60
30.00,90.00,3,e0_0,538.14,0.00,33.51,Car,538.14,-1.60
30.00,90.00,4,e0_0,454.89,0.00,33.47,Car,454.89,-1.60
31.00,90.00,0,e0_0,749.34,0.00,33.17,Car01,749.34,-1.60
31.00,90.00,1,e0_0,684.34,0.00,31.46,Car,684.34,-1.60
31.00,90.00,2,e0_0,635.09,0.00,31.87,Car,635.09,-1.60
31.00,90.00,3,e0_0,571.66,0.00,33.52,Car,571.66,-1.60
31.00,90.00,4,e0_0,488.38,0.00,33.49,Car,488.38,-1.60
32.00,90.00,0,e0_0,781.63,0.00,32.30,Car01,781.63,-1.60
32.00,90.00,1,e0_0,715.80,0.00,31.46,Car,715.80,-1.60
32.00,90.00,2,e0_0,666.97,0.00,31.89,Car,666.97,-1.60
32.00,90.00,3,e0_0,605.18,0.00,33.52,Car,605.18,-1.60
32.00,90.00,4,e0_0,521.89,0.00,33.51,Car,521.89,-1.60
33.00,90.00,0,e0_0,814.98,0.00,33.34,Car01,814.98,-1.60
33.00,90.00,1,e0_0,747.26,0.00,31.46,Car,747.26,-1.60
33.00,90.00,2,e0_0,698.87,0.00,31.90,Car,698.87,-1.60
33.00,90.00,3,e0_0,638.71,0.00,33.52,Car,638.71,-1.60
33.00,90.00,4,e0_0,555.40,0.00,33.51,Car,555.40,-1.60
34.00,90.00,0,e0_0,847.75,0.00,32.77,Car01,847.75,-1.60
34.00,90.00,1,e0_0,778.72,0.00,31.46,Car,778.72,-1.60
34.00,90.00,2,e0_0,730.78,0.00,31.91,Car,730.78,-1.60
34.00,90.00,3,e0_0,672.23,0.00,33.53,Car,672.23,-1.60
34.00,90.00,4,e0_0,588.92,0.00,33.52,Car,588.92,-1.60
35.00,90.00,0,e0_0,881.19,0.00,33.44,Car01,881.19,-1.60
35.00,90.00,1,e0_0,810.18,0.00,31.46,Car,810.18,-1.60
35.00,90.00,2,e0_0,762.70,0.00,31.92,Car,762.70,-1.60
35.00,90.00,3,e0_0,705.76,0.00,33.53,Car,705.76,-1.60
35.00,90.00,4,e0_0,622.44,0.00,33.52,Car,622.44,-1.60
36.00,90.00,0,e0_0,913.83,0.00,32.64,Car01,913.83,-1.60
36.00,90.00,1,e0_0,841.65,0.00,31.46,Car,841.65,-1.60
36.00,90.00,2,e0_0,794.63,0.00,31.92,Car,794.63,-1.60
36.00,90.00,3,e0_0,739.27,0.00,33.51,Car,739.27,-1.60
36.00,90.00,4,e0_0,655.97,0.00,33.53,Car,655.97,-1.60
37.00,90.00,0,e0_0,947.29,0.00,33.46,Car01,947.29,-1.60
37.00,90.00,1,e0_0,873.11,0.00,31.46,Car,873.11,-1.60
37.00,90.00,2,e0_0,826.55,0.00,31.93,Car,826.55,-1.60
37.00,90.00,3,e0_0,772.76,0.00,33.49,Car,772.76,-1.60
37.00,90.00,4,e0_0,689.50,0.00,33.53,Car,689.50,-1.60
38.00,90.00,0,e0_0,980.07,0.00,32.78,Car01,980.07,-1.60
38.00,90.00,1,e0_0,904.57,0.00,31.46,Car,904.57,-1.60
38.00,90.00,2,e0_0,858.48,0.00,31.93,Car,858.48,-1.60
38.00,90.00,3,e0_0,806.23,0.00,33.46,Car,806.23,-1.60
38.00,90.00,4,e0_0,723.02,0.00,33.53,Car,723.02,-1.60
39.00,90.00,0,e0_0,1013.11,0.00,33.04,Car01,1013.11,-1.60
39.00,90.00,1,e0_0,936.03,0.00,31.46,Car,936.03,-1.60
39.00,90.00,2,e0_0,890.40,0.00,31.92,Car,890.40,-1.60
39.00,90.00,3,e0_0,839.66,0.00,33.43,Car,839.66,-1.60
39.00,90.00,4,e0_0,756.55,0.00,33.53,Car,756.55,-1.60
40.00,90.00,0,e0_0,1045.36,0.00,32.25,Car01,1045.36,-1.60
40.00,90.00,1,e0_0,967.49,0.00,31.46,Car,967.49,-1.60
40.00,90.00,2,e0_0,922.32,0.00,31.92,Car,922.32,-1.60
40.00,90.00,3,e0_0,873.05,0.00,33.39,Car,873.05,-1.60
40.00,90.00,4,e0_0,790.08,0.00,33.53,Car,790.08,-1.60
41.00,90.00,0,e0_0,1078.46,0.00,33.10,Car01,1078.46,-1.60
41.00,90.00,1,e0_0,998.95,0.00,31.46,Car,998.95,-1.60
41.00,90.00,2,e0_0,954.24,0.00,31.91,Car,954.24,-1.60
41.00,90.00,3,e0_0,906.39,0.00,33.34,Car,906.39,-1.60
41.00,90.00,4,e0_0,823.61,0.00,33.53,Car,823.61,-1.60
42.00,90.00,0,e0_0,1111.66,0.00,33.20,Car01,1111.66,-1.60
42.00,90.00,1,e0_0,1030.41,0.00,31.46,Car,1030.41,-1.60
42.00,90.00,2,e0_0,986.14,0.00,31.90,Car,986.14,-1.60
42.00,90.00,3,e0_0,939.68,0.00,33.29,Car,939.68,-1.60
42.00,90.00,4,e0_0,857.13,0.00,33.53,Car,857.13,-1.60
43.00,90.00,0,e0_0,1144.81,0.00,33.15,Car01,1144.81,-1.60
43.00,90.00,1,e0_0,1061.87,0.00,31.46,Car,1061.87,-1.60
43.00,90.00,2,e0_0,1018.03,0.00,31.89,Car,1018.03,-1.60
43.00,90.00,3,e0_0,972.92,0.00,33.24,Car,972.92,-1.60
43.00,90.00,4,e0_0,890.66,0.00,33.53,Car,890.66,-1.60
44.00,90.00,0,e0_0,1177.75,0.00,32.94,Car01,1177.75,-1.60
44.00,90.00,1,e0_0,1093.34,0.00,31.46,Car,1093.34,-1.60
44.00,90.00,2,e0_0,1049.91,0.00,31.88,Car,1049.91,-1.60
44.00,90.00,3,e0_0,1006.10,0.00,33.18,Car,1006.10,-1.60
44.00,90.00,4,e0_0,924.19,0.00,33.53,Car,924.19,-1.60
45.00,90.00,0,e0_0,1210.87,0.00,33.11,Car01,1210.87,-1.60
45.00,90.00,1,e0_0,1124.80,0.00,31.46,Car,1124.80,-1.60
45.00,90.00,2,e0_0,1081.78,0.00,31.87,Car,1081.78,-1.60
45.00,90.00,3,e0_0,1039.21,0.00,33.11,Car,1039.21,-1.60
45.00,90.00,4,e0_0,957.72,0.00,33.53,Car,957.72,-1.60
46.00,90.00,0,e0_0,1243.97,0.00,33.10,Car01,1243.97,-1.60
46.00,90.00,1,e0_0,1156.26,0.00,31.46,Car,1156.26,-1.60
46.00,90.00,2,e0_0,1113.63,0.00,31.85,Car,1113.63,-1.60
46.00,90.00,3,e0_0,1072.01,0.00,32.80,Car,1072.01,-1.60
46.00,90.00,4,e0_0,991.25,0.00,33.53,Car,991.25,-1.60
47.00,90.00,0,e0_0,1277.02,0.00,33.05,Car01,1277.02,-1.60
47.00,90.00,1,e0_0,1187.72,0.00,31.46,Car,1187.72,-1.60
47.00,90.00,2,e0_0,1145.47,0.00,31.84,Car,1145.47,-1.60
47.00,90.00,3,e0_0,1104.22,0.00,32.21,Car,1104.22,-1.60
47.00,90.00,4,e0_0,1024.77,0.00,33.53,Car,1024.77,-1.60
48.00,90.00,0,e0_0,1309.38,0.00,32.36,Car01,1309.38,-1.60
48.00,90.00,1,e0_0,1219.18,0.00,31.46,Car,1219.18,-1.60
48.00,90.00,2,e0_0,1177.29,0.00,31.82,Car,1177.29,-1.60
48.00,90.00,3,e0_0,1135.95,0.00,31.73,Car,1135.95,-1.60
48.00,90.00,4,e0_0,1058.30,0.00,33.53,Car,1058.30,-1.60
49.00,90.00,0,e0_0,1341.95,0.00,32.57,Car01,1341.95,-1.60
49.00,90.00,1,e0_0,1250.64,0.00,31.46,Car,1250.64,-1.60
49.00,90.00,2,e0_0,1209.13,0.00,31.85,Car,1209.13,-1.60
49.00,90.00,3,e0_0,1167.48,0.00,31.53,Car,1167.48,-1.60
49.00,90.00,4,e0_0,1091.83,0.00,33.53,Car,1091.83,-1.60
50.00,90.00,0,e0_0,1374.64,0.00,32.69,Car01,1374.64,-1.60
50.00,90.00,1,e0_0,1282.10,0.00,31.46,Car,1282.10,-1.60
50.00,90.00,2,e0_0,1240.81,0.00,31.68,Car,1240.81,-1.60
50.00,90.00,3,e0_0,1199.07,0.00,31.59,Car,1199.07,-1.60
50.00,90.00,4,e0_0,1125.36,0.00,33.53,Car,1125.36,-1.60
51.00,90.00,0,e0_0,1407.33,0.00,32.69,Car01,1407.33,-1.60
51.00,90.00,1,e0_0,1313.57,0.00,31.46,Car,1313.57,-1.60
51.00,90.00,2,e0_0,1272.30,0.00,31.48,Car,1272.30,-1.60
51.00,90.00,3,e0_0,1230.73,0.00,31.66,Car,1230.73,-1.60
51.00,90.00,4,e0_0,1158.89,0.00,33.53,Car,1158.89,-1.60
52.00,90.00,0,e0_0,1440.74,0.00,33.42,Car01,1440.74,-1.60
52.00,90.00,1,e0_0,1345.03,0.00,31.46,Car,1345.03,-1.60
52.00,90.00,2,e0_0,1303.67,0.00,31.38,Car,1303.67,-1.60
52.00,90.00,3,e0_0,1262.34,0.00,31.61,Car,1262.34,-1.60
52.00,90.00,4,e0_0,1192.41,0.00,33.53,Car,1192.41,-1.60
53.00,90.00,0,e0_0,1473.07,0.00,32.32,Car01,1473.07,-1.60
53.00,90.00,1,e0_0,1376.49,0.00,31.46,Car,1376.49,-1.60
53.00,90.00,2,e0_0,1335.04,0.00,31.37,Car,1335.04,-1.60
53.00,90.00,3,e0_0,1293.81,0.00,31.47,Car,1293.81,-1.60
53.00,90.00,4,e0_0,1225.94,0.00,33.53,Car,1225.94,-1.60
54.00,90.00,0,e0_0,1506.57,0.00,33.50,Car01,1506.57,-1.60
54.00,90.00,1,e0_0,1407.95,0.00,31.46,Car,1407.95,-1.60
54.00,90.00,2,e0_0,1366.44,0.00,31.40,Car,1366.44,-1.60
54.00,90.00,3,e0_0,1325.16,0.00,31.35,Car,1325.16,-1.60
54.00,90.00,4,e0_0,1259.47,0.00,33.53,Car,1259.47,-1.60
55.00,90.00,0,e0_0,1539.17,0.00,32.60,Car01,1539.17,-1.60
55.00,90.00,1,e0_0,1439.41,0.00,31.46,Car,1439.41,-1.60
55.00,90.00,2,e0_0,1397.90,0.00,31.45,Car,1397.90,-1.60
55.00,90.00,3,e0_0,1356.48,0.00,31.31,Car,1356.48,-1.60
55.00,90.00,4,e0_0,1293.00,0.00,33.53,Car,1293.00,-1.60
56.00,90.00,0,e0_0,1572.21,0.00,33.04,Car01,1572.21,-1.60
56.00,90.00,1,e0_0,1470.87,0.00,31.46,Car,1470.87,-1.60
56.00,90.00,2,e0_0,1429.38,0.00,31.48,Car,1429.38,-1.60
56.00,90.00,3,e0_0,1387.84,0.00,31.36,Car,1387.84,-1.60
56.00,90.00,4,e0_0,1326.53,0.00,33.53,Car,1326.53,-1.60
57.00,90.00,0,e0_0,1604.53,0.00,32.32,Car01,1604.53,-1.60
57.00,90.00,1,e0_0,1502.33,0.00,31.46,Car,1502.33,-1.60
57.00,90.00,2,e0_0,1460.86,0.00,31.49,Car,1460.86,-1.60
57.00,90.00,3,e0_0,1419.28,0.00,31.44,Car,1419.28,-1.60
57.00,90.00,4,e0_0,1360.05,0.00,33.53,Car,1360.05,-1.60
58.00,90.00,0,e1_0,28.50,0.00,33.41,Car01,1655.20,-1.60
58.00,90.00,1,e0_0,1533.80,0.00,31.46,Car,1533.80,-1.60
58.00,90.00,2,e0_0,1492.34,0.00,31.48,Car,1492.34,-1.60
58.00,90.00,3,e0_0,1450.79,0.00,31.51,Car,1450.79,-1.60
58.00,90.00,4,e0_0,1393.58,0.00,33.53,Car,1393.58,-1.60
59.00,90.00,0,e1_0,61.77,0.00,33.27,Car01,1708.74,-1.60
59.00,90.00,1,e0_0,1565.26,0.00,31.46,Car,1565.26,-1.60
59.00,90.00,2,e0_0,1523.81,0.00,31.47,Car,1523.81,-1.60
59.00,90.00,3,e0_0,1482.32,0.00,31.53,Car,1482.32,-1.60
59.00,90.00,4,e0_0,1427.08,0.00,33.50,Car,1427.08,-1.60
60.00,90.00,0,e1_0,94.13,0.00,32.37,Car01,1760.84,-1.60
