timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
114.00,90.00,3,e1_0,1238.94,0.00,33.16,Car,3603.22,-1.60
114.00,90.00,4,e1_0,1190.86,0.00,33.25,Car,3525.85,-1.60
115.00,90.00,0,e1_0,1451.02,0.00,33.08,Car01,3944.53,-1.60
115.00,90.00,1,e1_0,1368.55,0.00,31.46,Car,3811.81,-1.60
115.00,90.00,2,e1_0,1325.89,0.00,31.27,Car,3743.16,-1.60
115.00,90.00,3,e1_0,1272.07,0.00,33.13,Car,3656.54,-1.60
115.00,90.00,4,e1_0,1224.13,0.00,33.27,Car,3579.40,-1.60
116.00,90.00,0,e1_0,1483.83,0.00,32.81,Car01,3997.33,-1.60
116.00,90.00,1,e1_0,1400.01,0.00,31.46,Car,3862.44,-1.60
116.00,90.00,2,e1_0,1357.18,0.00,31.29,Car,3793.51,-1.60
116.00,90.00,3,e1_0,1305.16,0.00,33.09,Car,3709.80,-1.60
116.00,90.00,4,e1_0,1257.42,0.00,33.29,Car,3632.97,-1.60
117.00,90.00,0,e1_0,1517.08,0.00,33.25,Car01,4050.84,-1.60
117.00,90.00,1,e1_0,1431.47,0.00,31.46,Car,3913.07,-1.60
117.00,90.00,2,e1_0,1388.49,0.00,31.30,Car,3843.89,-1.60
117.00,90.00,3,e1_0,1338.20,0.00,33.04,Car,3762.97,-1.60
117.00,90.00,4,e1_0,1290.72,0.00,33.30,Car,3686.56,-1.60
118.00,90.00,0,e1_0,1550.55,0.00,33.47,Car01,4104.71,-1.60
118.00,90.00,1,e1_0,1462.93,0.00,31.46,Car,3963.70,-1.60
118.00,90.00,2,e1_0,1419.81,0.00,31.32,Car,3894.30,-1.60
118.00,90.00,3,e1_0,1371.19,0.00,32.99,Car,3816.06,-1.60
118.00,90.00,4,e1_0,1324.03,0.00,33.31,Car,3740.17,-1.60
119.00,90.00,0,e1_0,1583.28,0.00,32.73,Car01,4157.39,-1.60
119.00,90.00,1,e1_0,1494.39,0.00,31.46,Car,4014.34,-1.60
119.00,90.00,2,e1_0,1451.15,0.00,31.34,Car,3944.74,-1.60
119.00,90.00,3,e1_0,1404.12,0.00,32.93,Car,3869.06,-1.60
119.00,90.00,4,e1_0,1357.35,0.00,33.31,Car,3793.78,-1.60
120.00,90.00,0,e1_0,1615.89,0.00,32.61,Car01,4209.86,-1.60
120.00,90.00,1,e1_0,1525.86,0.00,31.46,Car,4064.97,-1.60
120.00,90.00,2,e1_0,1482.50,0.00,31.36,Car,3995.20,-1.60
120.00,90.00,3,e1_0,1436.99,0.00,32.87,Car,3921.96,-1.60
120.00,90.00,4,e1_0,1390.66,0.00,33.31,Car,3847.39,-1.60
121.00,90.00,0,e1_0,1648.44,0.00,32.55,Car01,4262.25,-1.60
121.00,90.00,1,e1_0,1557.32,0.00,31.46,Car,4115.60,-1.60
121.00,90.00,2,e1_0,1513.87,0.00,31.37,Car,4045.68,-1.60
121.00,90.00,3,e1_0,1469.79,0.00,32.80,Car,3974.75,-1.60
121.00,90.00,4,e1_0,1423.96,0.00,33.30,Car,3900.99,-1.60
122.00,90.00,0,e1_0,1681.17,0.00,32.73,Car01,4314.92,-1.60
122.00,90.00,1,e1_0,1588.78,0.00,31.46,Car,4166.23,-1.60
122.00,90.00,2,e1_0,1545.26,0.00,31.39,Car,4096.20,-1.60
122.00,90.00,3,e1_0,1502.53,0.00,32.73,Car,4027.43,-1.60
122.00,90.00,4,e1_0,1457.25,0.00,33.29,Car,3954.56,-1.60
123.00,90.00,0,e1_0,1713.54,0.00,32.37,Car01,4367.01,-1.60
123.00,90.00,1,e1_0,1620.24,0.00,31.46,Car,4216.87,-1.60
123.00,90.00,2,e1_0,1576.66,0.00,31.40,Car,4146.73,-1.60
123.00,90.00,3,e1_0,1535.19,0.00,32.66,Car,4079.99,-1.60
123.00,90.00,4,e1_0,1490.53,0.00,33.27,Car,4008.11,-1.60
124.00,90.00,0,e1_0,1746.37,0.00,32.84,Car01,4419.86,-1.60
124.00,90.00,1,e1_0,1651.70,0.00,31.46,Car,4267.50,-1.60
124.00,90.00,2,e1_0,1608.08,0.00,31.42,Car,4197.29,-1.60
124.00,90.00,3,e1_0,1567.25,0.00,32.06,Car,4131.59,-1.60
124.00,90.00,4,e1_0,1523.77,0.00,33.25,Car,4061.62,-1.60
125.00,90.00,0,e1_0,1779.24,0.00,32.86,Car01,4472.74,-1.60
125.00,90.00,1,e1_0,1683.16,0.00,31.46,Car,4318.13,-1.60
125.00,90.00,2,e1_0,1639.51,0.00,31.43,Car,4247.88,-1.60
125.00,90.00,3,e1_0,1598.69,0.00,31.44,Car,4182.19,-1.60
125.00,90.00,4,e1_0,1556.96,0.00,33.19,Car,4115.03,-1.60
126.00,90.00,0,e1_0,1812.73,0.00,33.49,Car01,4526.65,-1.60
126.00,90.00,1,e1_0,1714.62,0.00,31.46,Car,4368.76,-1.60
126.00,90.00,2,e1_0,1670.95,0.00,31.44,Car,4298.48,-1.60
126.00,90.00,3,e1_0,1629.82,0.00,31.13,Car,4232.29,-1.60
126.00,90.00,4,e1_0,1589.41,0.00,32.44,Car,4167.24,-1.60
127.00,90.00,0,e1_0,1845.81,0.00,33.08,Car01,4579.89,-1.60
127.00,90.00,1,e1_0,1746.09,0.00,31.46,Car,4419.39,-1.60
127.00,90.00,2,e1_0,1702.41,0.00,31.46,Car,4349.11,-1.60
127.00,90.00,3,e1_0,1660.95,0.00,31.13,Car,4282.39,-1.60
127.00,90.00,4,e1_0,1620.83,0.00,31.43,Car,4217.82,-1.60
128.00,90.00,0,e1_0,1878.56,0.00,32.75,Car01,4632.59,-1.60
128.00,90.00,1,e1_0,1777.55,0.00,31.46,Car,4470.03,-1.60
128.00,90.00,2,e1_0,1733.88,0.00,31.47,Car,4399.75,-1.60
128.00,90.00,3,e1_0,1692.10,0.00,31.15,Car,4332.51,-1.60
128.00,90.00,4,e1_0,1651.61,0.00,30.77,Car,4267.35,-1.60
129.00,90.00,0,e1_0,1911.07,0.00,32.51,Car01,4684.91,-1.60
129.00,90.00,1,e1_0,1809.01,0.00,31.46,Car,4520.66,-1.60
129.00,90.00,2,e1_0,1765.36,0.00,31.48,Car,4450.41,-1.60
129.00,90.00,3,e1_0,1723.27,0.00,31.17,Car,4382.67,-1.60
129.00,90.00,4,e1_0,1682.24,0.00,30.63,Car,4316.65,-1.60
130.00,90.00,0,e1_0,1944.35,0.00,33.29,Car01,4738.48,-1.60
130.00,90.00,1,e1_0,1840.47,0.00,31.46,Car,4571.29,-1.60
130.00,90.00,2,e1_0,1796.85,0.00,31.49,Car,4501.09,-1.60
130.00,90.00,3,e1_0,1754.46,0.00,31.19,Car,4432.87,-1.60
130.00,90.00,4,e1_0,1712.90,0.00,30.66,Car,4365.98,-1.60
131.00,90.00,0,e1_0,1977.29,0.00,32.93,Car01,4791.47,-1.60
131.00,90.00,1,e1_0,1871.93,0.00,31.46,Car,4621.92,-1.60
131.00,90.00,2,e1_0,1828.35,0.00,31.50,Car,4551.78,-1.60
131.00,90.00,3,e1_0,1785.67,0.00,31.21,Car,4483.10,-1.60
131.00,90.00,4,e1_0,1743.58,0.00,30.69,Car,4415.37,-1.60
132.00,90.00,0,e2_0,9.69,0.00,32.50,Car01,4843.62,-1.60
132.00,90.00,1,e1_0,1903.39,0.00,31.46,Car,4672.56,-1.60
132.00,90.00,2,e1_0,1859.86,0.00,31.51,Car,4602.49,-1.60
132.00,90.00,3,e1_0,1816.90,0.00,31.23,Car,4533.36,-1.60
132.00,90.00,4,e1_0,1774.31,0.00,30.72,Car,4464.81,-1.60
133.00,90.00,0,e2_0,42.65,0.00,32.96,Car01,4896.66,-1.60
133.00,90.00,1,e1_0,1934.85,0.00,31.46,Car,4723.19,-1.60
133.00,90.00,2,e1_0,1891.38,0.00,31.52,Car,4653.22,-1.60
133.00,90.00,3,e1_0,1848.16,0.00,31.26,Car,4583.67,-1.60
133.00,90.00,4,e1_0,1805.06,0.00,30.76,Car,4514.31,-1.60
134.00,90.00,0,e2_0,75.53,0.00,32.88,Car01,4949.58,-1.60
134.00,90.00,1,e1_0,1966.32,0.00,31.46,Car,4773.82,-1.60
134.00,90.00,2,e1_0,1922.90,0.00,31.52,Car,4703.95,-1.60
134.00,90.00,3,e1_0,1879.44,0.00,31.28,Car,4634.01,-1.60
134.00,90.00,4,e1_0,1835.86,0.00,30.80,Car,4563.88,-1.60
135.00,90.00,0,e2_0,109.01,0.00,33.49,Car01,5003.47,-1.60
135.00,90.00,1,e1_0,1997.78,0.00,31.46,Car,4824.45,-1.60
135.00,90.00,2,e1_0,1954.43,0.00,31.53,Car,4754.69,-1.60
135.00,90.00,3,e1_0,1910.75,0.00,31.31,Car,4684.39,-1.60
135.00,90.00,4,e1_0,1866.70,0.00,30.84,Car,4613.50,-1.60
136.00,90.00,0,e2_0,141.67,0.00,32.66,Car01,5056.03,-1.60
136.00,90.00,1,e2_0,29.14,0.00,31.46,Car,4874.92,-1.60
136.00,90.00,2,e1_0,1985.97,0.00,31.54,Car,4805.45,-1.60
136.00,90.00,3,e1_0,1942.08,0.00,31.33,Car,4734.81,-1.60
136.00,90.00,4,e1_0,1897.58,0.00,30.88,Car,4663.20,-1.60
137.00,90.00,0,e2_0,174.02,0.00,32.35,Car01,5108.09,-1.60
137.00,90.00,1,e2_0,60.60,0.00,31.46,Car,4925.56,-1.60
137.00,90.00,2,e2_0,17.41,0.00,31.54,Car,4856.05,-1.60
137.00,90.00,3,e1_0,1973.43,0.00,31.35,Car,4785.27,-1.60
137.00,90.00,4,e1_0,1928.50,0.00,30.92,Car,4712.96,-1.60
138.00,90.00,0,e2_0,206.63,0.00,32.61,Car01,5160.57,-1.60
138.00,90.00,1,e2_0,92.06,0.00,31.46,Car,4976.19,-1.60
138.00,90.00,2,e2_0,48.96,0.00,31.55,Car,4906.82,-1.60
138.00,90.00,3,e2_0,4.71,0.00,31.38,Car,4835.61,-1.60
138.00,90.00,4,e1_0,1959.47,0.00,30.97,Car,4762.80,-1.60
139.00,90.00,0,e2_0,239.22,0.00,32.59,Car01,5213.01,-1.60
139.00,90.00,1,e2_0,123.52,0.00,31.46,Car,5026.82,-1.60
139.00,90.00,2,e2_0,80.51,0.00,31.55,Car,4957.60,-1.60
139.00,90.00,3,e2_0,36.11,0.00,31.40,Car,4886.15,-1.60
139.00,90.00,4,e1_0,1990.48,0.00,31.01,Car,4812.70,-1.60
140.00,90.00,0,e2_0,271.53,0.00,32.32,Car01,5265.02,-1.60
140.00,90.00,1,e2_0,154.98,0.00,31.46,Car,5077.45,-1.60
140.00,90.00,2,e2_0,112.06,0.00,31.55,Car,5008.38,-1.60
140.00,90.00,3,e2_0,67.54,0.00,31.43,Car,4936.73,-1.60
140.00,90.00,4,e2_0,21.43,0.00,31.06,Car,4862.52,-1.60
141.00,90.00,0,e2_0,304.21,0.00,32.68,Car01,5317.61,-1.60
141.00,90.00,1,e2_0,186.45,0.00,31.46,Car,5128.08,-1.60
141.00,90.00,2,e2_0,143.62,0.00,31.56,Car,5059.16,-1.60
141.00,90.00,3,e2_0,98.99,0.00,31.45,Car,4987.34,-1.60
141.00,90.00,4,e2_0,52.53,0.00,31.10,Car,4912.57,-1.60
142.00,90.00,0,e2_0,337.26,0.00,33.05,Car01,5370.79,-1.60
142.00,90.00,1,e2_0,217.91,0.00,31.46,Car,5178.72,-1.60
142.00,90.00,2,e2_0,175.18,0.00,31.56,Car,5109.95,-1.60
142.00,90.00,3,e2_0,130.46,0.00,31.47,Car,5037.99,-1.60
142.00,90.00,4,e2_0,83.68,0.00,31.15,Car,4962.70,-1.60
143.00,90.00,0,e2_0,369.56,0.00,32.30,Car01,5422.78,-1.60
143.00,90.00,1,e2_0,249.37,0.00,31.46,Car,5229.35,-1.60
143.00,90.00,2,e2_0,206.73,0.00,31.56,Car,5160.74,-1.60
143.00,90.00,3,e2_0,161.96,0.00,31.49,Car,5088.67,-1.60
143.00,90.00,4,e2_0,114.88,0.00,31.19,Car,5012.91,-1.60
144.00,90.00,0,e2_0,402.51,0.00,32.95,Car01,5475.80,-1.60
144.00,90.00,1,e2_0,280.83,0.00,31.46,Car,5279.98,-1.60
144.00,90.00,2,e2_0,238.29,0.00,31.56,Car,5211.53,-1.60
144.00,90.00,3,e2_0,193.47,0.00,31.51,Car,5139.39,-1.60
144.00,90.00,4,e2_0,146.12,0.00,31.24,Car,5063.18,-1.60
145.00,90.00,0,e2_0,435.19,0.00,32.68,Car01,5528.40,-1.60
145.00,90.00,1,e2_0,312.29,0.00,31.46,Car,5330.61,-1.60
145.00,90.00,2,e2_0,269.85,0.00,31.56,Car,5262.32,-1.60
145.00,90.00,3,e2_0,225.00,0.00,31.53,Car,5190.14,-1.60
145.00,90.00,4,e2_0,177.41,0.00,31.29,Car,5113.54,-1.60
146.00,90.00,0,e2_0,467.55,0.00,32.36,Car01,5580.48,-1.60
146.00,90.00,1,e2_0,343.75,0.00,31.46,Car,5381.24,-1.60
146.00,90.00,2,e2_0,301.41,0.00,31.56,Car,5313.11,-1.60
146.00,90.00,3,e2_0,256.56,0.00,31.55,Car,5240.92,-1.60
146.00,90.00,4,e2_0,208.74,0.00,31.33,Car,5163.96,-1.60
147.00,90.00,0,e2_0,500.24,0.00,32.69,Car01,5633.08,-1.60
147.00,90.00,1,e2_0,375.21,0.00,31.46,Car,5431.88,-1.60
147.00,90.00,2,e2_0,332.97,0.00,31.56,Car,5363.89,-1.60
147.00,90.00,3,e2_0,288.13,0.00,31.57,Car,5291.72,-1.60
147.00,90.00,4,e2_0,240.12,0.00,31.38,Car,5214.47,-1.60
148.00,90.00,0,e2_0,532.76,0.00,32.52,Car01,5685.43,-1.60
148.00,90.00,1,e2_0,406.67,0.00,31.46,Car,5482.51,-1.60
148.00,90.00,2,e2_0,364.53,0.00,31.56,Car,5414.68,-1.60
148.00,90.00,3,e2_0,319.71,0.00,31.59,Car,5342.56,-1.60
148.00,90.00,4,e2_0,271.55,0.00,31.42,Car,5265.04,-1.60
149.00,90.00,0,e2_0,565.11,0.00,32.35,Car01,5737.49,-1.60
149.00,90.00,1,e2_0,438.14,0.00,31.46,Car,5533.14,-1.60
149.00,90.00,2,e2_0,396.08,0.00,31.55,Car,5465.46,-1.60
149.00,90.00,3,e2_0,351.32,0.00,31.60,Car,5393.42,-1.60
149.00,90.00,4,e2_0,303.01,0.00,31.47,Car,5315.68,-1.60
150.00,90.00,0,e2_0,598.60,0.00,33.49,Car01,5791.38,-1.60
150.00,90.00,1,e2_0,469.60,0.00,31.46,Car,5583.77,-1.60
150.00,90.00,2,e2_0,427.63,0.00,31.55,Car,5516.24,-1.60
150.00,90.00,3,e2_0,382.93,0.00,31.62,Car,5444.30,-1.60
150.00,90.00,4,e2_0,334.53,0.00,31.51,Car,5366.40,-1.60
151.00,90.00,0,e2_0,631.24,0.00,32.64,Car01,5843.90,-1.60
151.00,90.00,1,e2_0,501.06,0.00,31.46,Car,5634.40,-1.60
151.00,90.00,2,e2_0,459.18,0.00,31.55,Car,5567.01,-1.60
151.00,90.00,3,e2_0,414.56,0.00,31.63,Car,5495.20,-1.60
151.00,90.00,4,e2_0,366.08,0.00,31.55,Car,5417.18,-1.60
152.00,90.00,0,e2_0,664.74,0.00,33.50,Car01,5897.82,-1.60
152.00,90.00,1,e2_0,532.52,0.00,31.46,Car,5685.04,-1.60
152.00,90.00,2,e2_0,490.73,0.00,31.55,Car,5617.78,-1.60
152.00,90.00,3,e2_0,446.20,0.00,31.64,Car,5546.12,-1.60
152.00,90.00,4,e2_0,397.67,0.00,31.59,Car,5468.02,-1.60
153.00,90.00,0,e2_0,697.79,0.00,33.05,Car01,5951.00,-1.60
153.00,90.00,1,e2_0,563.98,0.00,31.46,Car,5735.67,-1.60
153.00,90.00,2,e2_0,522.27,0.00,31.54,Car,5668.55,-1.60
153.00,90.00,3,e2_0,477.86,0.00,31.65,Car,5597.06,-1.60
153.00,90.00,4,e2_0,429.31,0.00,31.63,Car,5518.93,-1.60
154.00,90.00,0,e2_0,730.83,0.00,33.05,Car01,6004.18,-1.60
154.00,90.00,1,e2_0,595.44,0.00,31.46,Car,5786.30,-1.60
154.00,90.00,2,e2_0,553.89,0.00,31.62,Car,5719.43,-1.60
154.00,90.00,3,e2_0,509.52,0.00,31.66,Car,5648.02,-1.60
154.00,90.00,4,e2_0,460.98,0.00,31.67,Car,5569.90,-1.60
155.00,90.00,0,e2_0,763.98,0.00,33.15,Car01,6057.54,-1.60
155.00,90.00,1,e2_0,626.90,0.00,31.46,Car,5836.93,-1.60
155.00,90.00,2,e2_0,585.47,0.00,31.58,Car,5770.26,-1.60
155.00,90.00,3,e2_0,541.19,0.00,31.67,Car,5698.99,-1.60
155.00,90.00,4,e2_0,492.69,0.00,31.71,Car,5620.93,-1.60
156.00,90.00,0,e2_0,797.01,0.00,33.02,Car01,6110.68,-1.60
156.00,90.00,1,e2_0,658.37,0.00,31.46,Car,5887.57,-1.60
156.00,90.00,2,e2_0,616.98,0.00,31.51,Car,5820.96,-1.60
156.00,90.00,3,e2_0,572.87,0.00,31.68,Car,5749.97,-1.60
156.00,90.00,4,e2_0,524.43,0.00,31.74,Car,5672.01,-1.60
157.00,90.00,0,e2_0,829.61,0.00,32.61,Car01,6163.16,-1.60
157.00,90.00,1,e2_0,689.83,0.00,31.46,Car,5938.20,-1.60
157.00,90.00,2,e2_0,648.43,0.00,31.45,Car,5871.57,-1.60
157.00,90.00,3,e2_0,604.56,0.00,31.69,Car,5800.97,-1.60
157.00,90.00,4,e2_0,556.20,0.00,31.77,Car,5723.14,-1.60
158.00,90.00,0,e2_0,862.04,0.00,32.43,Car01,6215.35,-1.60
158.00,90.00,1,e2_0,721.29,0.00,31.46,Car,5988.83,-1.60
158.00,90.00,2,e2_0,679.85,0.00,31.42,Car,5922.14,-1.60
158.00,90.00,3,e2_0,636.24,0.00,31.68,Car,5851.96,-1.60
158.00,90.00,4,e2_0,588.00,0.00,31.80,Car,5774.33,-1.60
159.00,90.00,0,e2_0,894.66,0.00,32.62,Car01,6267.85,-1.60
159.00,90.00,1,e2_0,752.75,0.00,31.46,Car,6039.46,-1.60
159.00,90.00,2,e2_0,711.28,0.00,31.43,Car,5972.72,-1.60
159.00,90.00,3,e2_0,667.92,0.00,31.68,Car,5902.94,-1.60
159.00,90.00,4,e2_0,619.83,0.00,31.83,Car,5825.55,-1.60
160.00,90.00,0,e2_0,927.73,0.00,33.07,Car01,6321.06,-1.60
160.00,90.00,1,e2_0,784.21,0.00,31.46,Car,6090.09,-1.60
160.00,90.00,2,e2_0,742.73,0.00,31.45,Car,6023.33,-1.60
160.00,90.00,3,e2_0,699.60,0.00,31.68,Car,5953.92,-1.60
160.00,90.00,4,e2_0,651.69,0.00,31.86,Car,5876.82,-1.60
161.00,90.00,0,e2_0,960.26,0.00,32.53,Car01,6373.41,-1.60
161.00,90.00,1,e2_0,815.67,0.00,31.46,Car,6140.73,-1.60
161.00,90.00,2,e2_0,774.19,0.00,31.46,Car,6073.97,-1.60
161.00,90.00,3,e2_0,731.27,0.00,31.67,Car,6004.89,-1.60
161.00,90.00,4,e2_0,683.57,0.00,31.88,Car,5928.12,-1.60
162.00,90.00,0,e2_0,993.27,0.00,33.01,Car01,6426.54,-1.60
162.00,90.00,1,e2_0,847.13,0.00,31.46,Car,6191.36,-1.60
162.00,90.00,2,e2_0,805.66,0.00,31.47,Car,6124.62,-1.60
162.00,90.00,3,e2_0,762.94,0.00,31.67,Car,6055.86,-1.60
162.00,90.00,4,e2_0,715.47,0.00,31.90,Car,5979.46,-1.60
163.00,90.00,1,e2_0,878.60,0.00,31.46,Car,6241.99,-1.60
163.00,90.00,2,e2_0,837.14,0.00,31.47,Car,6175.27,-1.60
163.00,90.00,3,e2_0,794.60,0.00,31.66,Car,6106.81,-1.60
163.00,90.00,4,e2_0,747.38,0.00,31.92,Car,6030.82,-1.60
164.00,90.00,1,e2_0,910.06,0.00,31.46,Car,6292.62,-1.60
164.00,90.00,2,e2_0,868.60,0.00,31.47,Car,6225.90,-1.60
164.00,90.00,3,e2_0,826.26,0.00,31.66,Car,6157.76,-1.60
164.00,90.00,4,e2_0,779.31,0.00,31.93,Car,6082.21,-1.60
165.00,90.00,1,e2_0,941.52,0.00,31.46,Car,6343.25,-1.60
165.00,90.00,2,e2_0,900.06,0.00,31.46,Car,6276.54,-1.60
165.00,90.00,3,e2_0,857.91,0.00,31.65,Car,6208.70,-1.60
165.00,90.00,4,e2_0,811.26,0.00,31.94,Car,6133.62,-1.60
166.00,90.00,1,e2_0,972.98,0.00,31.46,Car,6393.89,-1.60
166.00,90.00,2,e2_0,931.52,0.00,31.46,Car,6327.16,-1.60
166.00,90.00,3,e2_0,889.56,0.00,31.64,Car,6259.63,-1.60
166.00,90.00,4,e2_0,843.21,0.00,31.95,Car,6185.04,-1.60
167.00,90.00,2,e2_0,962.98,0.00,31.46,Car,6377.79,-1.60
167.00,90.00,3,e2_0,921.19,0.00,31.64,Car,6310.54,-1.60
167.00,90.00,4,e2_0,875.17,0.00,31.96,Car,6236.47,-1.60
168.00,90.00,2,e2_0,996.51,0.00,33.53,Car,6431.75,-1.60
168.00,90.00,3,e2_0,952.89,0.00,31.70,Car,6361.56,-1.60
168.00,90.00,4,e2_0,907.13,0.00,31.96,Car,6287.91,-1.60
169.00,90.00,3,e2_0,984.70,0.00,31.81,Car,6412.75,-1.60
169.00,90.00,4,e2_0,939.10,0.00,31.97,Car,6339.36,-1.60
170.00,90.00,4,e2_0,971.08,0.00,31.98,Car,6390.83,-1.60
171.00,,,,,,,,,
